asset_id,profile_id,file_id,filename,mime_type,status,bytes
100479,253,44248,AST_IM_20220602_142208.jpeg,image/jpeg,skip,91094
100479,253,44249,AST_IM_20220602_142132.jpeg,image/jpeg,skip,83530
100479,253,44250,AST_IM_20220602_142119.jpeg,image/jpeg,skip,63540
100479,253,92611,AST_EX_20260217_153144.jpeg,image/jpeg,skip,46319
100479,253,92619,AST_EX_20260217_153219.jpeg,image/jpeg,skip,86312
100479,253,92620,AST_EX_20260217_153116.jpeg,image/jpeg,skip,110014
100479,253,92621,AST_EX_20260217_153020.jpeg,image/jpeg,skip,118714
100479,253,92622,AST_EX_20260217_152923.jpeg,image/jpeg,skip,161061
100479,253,92623,AST_EX_20260217_152912.jpeg,image/jpeg,skip,177833
100482,253,68530,AST_EX_20240525_140448.jpeg,image/jpeg,skip,154625
100582,253,44379,AST_IM_20220603_132631.jpeg,image/jpeg,skip,121999
100740,253,44493,AST_IM_20220604_150139.jpeg,image/jpeg,skip,131766
100740,253,85449,AST_EX_20250726_102113.jpeg,image/jpeg,skip,112192
100747,253,44502,AST_IM_20220605_121509.jpeg,image/jpeg,skip,122195
100751,253,44505,AST_IM_20220605_121124.jpeg,image/jpeg,skip,115931
100752,253,44501,AST_IM_20220605_122103.jpeg,image/jpeg,skip,110857
100753,253,44500,AST_IM_20220605_125831.jpeg,image/jpeg,skip,121087
100757,253,44511,AST_IM_20220603_122949.jpeg,image/jpeg,skip,91642
100758,253,44512,AST_IM_20220603_124827.jpeg,image/jpeg,skip,86181
100791,253,44545,AST_IM_20220605_133504.jpeg,image/jpeg,skip,119831
100791,253,75874,AST_EX_20241024_130141.jpeg,image/jpeg,skip,135391
100791,253,75881,AST_EX_20241024_125914.jpeg,image/jpeg,skip,143166
100826,253,44780,AST_IM_20220606_123321.jpeg,image/jpeg,skip,115246
100826,253,44781,AST_IM_20220606_123338.jpeg,image/jpeg,skip,124288
100837,253,44779,AST_IM_20220606_123533.jpeg,image/jpeg,skip,110644
101129,253,45170,AST_IM_20220607_123014.jpeg,image/jpeg,skip,75905
101129,253,45172,AST_IM_20220607_122941.jpeg,image/jpeg,skip,99304
101129,253,78079,AST_EX_20241211_133748.jpeg,image/jpeg,skip,75793
101129,253,78083,AST_EX_20241211_133939.jpeg,image/jpeg,skip,125831
101131,253,45169,AST_IM_20220607_140105.jpeg,image/jpeg,skip,93775
101131,253,78081,AST_EX_20241211_123555.jpeg,image/jpeg,skip,92860
101131,253,78087,AST_EX_20241211_123402.jpeg,image/jpeg,skip,126450
101132,253,45173,AST_IM_20220607_124950.jpeg,image/jpeg,skip,125081
101132,253,78080,AST_EX_20241211_132206.jpeg,image/jpeg,skip,92742
101132,253,78085,AST_EX_20241211_132243.jpeg,image/jpeg,skip,115587
101132,253,78086,AST_EX_20241211_131833.jpeg,image/jpeg,skip,130531
101134,253,45176,AST_IM_20220607_122437.jpeg,image/jpeg,skip,114988
101134,253,78077,AST_EX_20241211_134317.jpeg,image/jpeg,skip,95707
101134,253,78088,AST_EX_20241211_134307.jpeg,image/jpeg,skip,134395
101541,253,45705,AST_IM_20220610_100711.jpeg,image/jpeg,skip,95338
101541,253,45708,AST_IM_20220610_100719.jpeg,image/jpeg,skip,105522
101599,253,45808,AST_IM_20220610_145523.jpeg,image/jpeg,skip,77744
101638,253,45882,AST_IM_20220610_124056.jpeg,image/jpeg,skip,118389
101779,253,45933,AST_IM_20220611_153937.jpeg,image/jpeg,skip,155900
101826,253,45984,AST_IM_20220612_131542.jpeg,image/jpeg,skip,110804
101831,253,45983,AST_IM_20220612_161720.jpeg,image/jpeg,skip,94296
101868,253,46060,AST_IM_20220613_115523.jpeg,image/jpeg,skip,135373
101869,253,46055,AST_IM_20220613_111900.jpeg,image/jpeg,skip,120751
101890,253,46058,AST_IM_20220613_105948.jpeg,image/jpeg,skip,167903
101988,253,46170,AST_IM_20220614_104016.jpeg,image/jpeg,skip,117972
102341,253,46520,AST_IM_20220615_103955.jpeg,image/jpeg,skip,123470
90844,253,24811,AST_IM_20210925_102427.jpeg,image/jpeg,err:HTTP404,0
102344,253,46488,AST_IM_20220615_115431.jpeg,image/jpeg,skip,85803
102346,253,46495,AST_IM_20220615_111151.jpeg,image/jpeg,skip,92389
102347,253,46507,AST_IM_20220615_115858.jpeg,image/jpeg,skip,104254
102348,253,46512,AST_IM_20220615_113350.jpeg,image/jpeg,skip,106224
91253,253,25316,AST_IM_20211002_124841.jpeg,image/jpeg,err:HTTP404,0
102352,253,46490,AST_IM_20220615_121027.jpeg,image/jpeg,skip,89238
102353,253,46465,AST_IM_20220615_115239.jpeg,image/jpeg,skip,79757
102354,253,46492,AST_IM_20220615_114011.jpeg,image/jpeg,skip,94606
102342,253,46451,AST_IM_20220615_110855.jpeg,image/jpeg,ok,59821
102355,253,46448,AST_IM_20220615_144225.jpeg,image/jpeg,ok,109583
102359,253,46441,AST_IM_20220615_151107.jpeg,image/jpeg,skip,92445
102360,253,46494,AST_IM_20220615_111314.jpeg,image/jpeg,skip,97921
102365,253,46445,AST_IM_20220615_145411.jpeg,image/jpeg,skip,102891
102370,253,46443,AST_IM_20220615_144244.jpeg,image/jpeg,skip,99251
102373,253,46538,AST_IM_20220615_135212.jpeg,image/jpeg,skip,135846
102422,253,46594,AST_IM_20220615_131136.jpeg,image/jpeg,skip,140572
102436,253,46606,AST_IM_20220615_142751.jpeg,image/jpeg,skip,145651
102468,253,46642,AST_IM_20220612_122709.jpeg,image/jpeg,skip,128447
102468,253,46645,AST_IM_20220612_122628.jpeg,image/jpeg,skip,139188
102468,253,46646,AST_IM_20220612_122649.jpeg,image/jpeg,skip,135951
102471,253,46643,AST_IM_20220612_130554.jpeg,image/jpeg,skip,116925
102808,253,47346,AST_IM_20220617_140423.jpeg,image/jpeg,skip,96711
102816,253,47344,AST_IM_20220617_140849.jpeg,image/jpeg,skip,88869
102842,253,47362,AST_IM_20220617_141424.jpeg,image/jpeg,skip,102202
102844,253,47367,AST_IM_20220617_140246.jpeg,image/jpeg,skip,123865
102844,253,85487,AST_EX_20250727_120646.jpeg,image/jpeg,skip,88451
102844,253,85488,AST_EX_20250727_120700.jpeg,image/jpeg,skip,109437
102849,253,47360,AST_IM_20220617_140540.jpeg,image/jpeg,skip,111044
102851,253,47359,AST_IM_20220617_140917.jpeg,image/jpeg,skip,100948
103253,253,48054,AST_IM_20220620_135551.jpeg,image/jpeg,skip,99777
103256,253,48053,AST_IM_20220620_140345.jpeg,image/jpeg,skip,103143
103526,253,70124,AST_EX_20240628_104155.jpeg,image/jpeg,skip,179861
103556,253,48248,AST_IM_20220620_134849.jpeg,image/jpeg,skip,111713
103711,253,48473,AST_IM_20220623_095457.jpeg,image/jpeg,skip,95917
103721,253,48478,AST_IM_20220623_103752.jpeg,image/jpeg,skip,109100
104066,253,48742,AST_IM_20220622_122027.jpeg,image/jpeg,skip,112842
104080,253,48736,AST_IM_20220622_125338.jpeg,image/jpeg,skip,83857
104083,253,48721,AST_IM_20220622_125041.jpeg,image/jpeg,skip,100987
104086,253,48740,AST_IM_20220622_121912.jpeg,image/jpeg,skip,93240
104088,253,48725,AST_IM_20220622_130720.jpeg,image/jpeg,skip,96241
104097,253,48726,AST_IM_20220622_125420.jpeg,image/jpeg,skip,90873
104159,253,48607,AST_IM_20220622_173335.jpeg,image/jpeg,skip,75531
104170,253,48654,AST_IM_20220622_172133.jpeg,image/jpeg,skip,93971
104172,253,48581,AST_IM_20220622_173502.jpeg,image/jpeg,skip,87975
104732,253,49811,AST_IM_20220627_150046.jpeg,image/jpeg,skip,109050
104857,253,50112,AST_IM_20220628_101155.jpeg,image/jpeg,skip,107326
104858,253,50120,AST_IM_20220628_105214.jpeg,image/jpeg,skip,139327
104865,253,50123,AST_IM_20220628_114549.jpeg,image/jpeg,skip,136550
104865,253,77722,AST_EX_20241122_111245.jpeg,image/jpeg,skip,108932
105042,253,50693,AST_IM_20220628_150802.jpeg,image/jpeg,skip,91254
105042,253,77292,AST_EX_20241108_110248.jpeg,image/jpeg,skip,126895
105287,253,51085,AST_IM_20220629_125925.jpeg,image/jpeg,skip,109798
105287,253,51091,AST_IM_20220629_125947.jpeg,image/jpeg,skip,122800
105288,253,51082,AST_IM_20220629_130522.jpeg,image/jpeg,skip,141245
105288,253,51088,AST_IM_20220629_130338.jpeg,image/jpeg,skip,120814
