attribute_definition_id,attribute_definition_name,value,id,asset_id,profile_id
292,Last Inspection by Qualified Professional,1990-01-01,3039235,112574,253
360,PO2026 Agrmt Priority,Not Applicable,3097709,112574,253
3,GIS ID,bridges.112577,2589458,112577,253
198,Width,0,2627386,112577,253
223,Load Capacity,0,2627388,112577,253
228,Bridge Type,TBD,2627389,112577,253
229,Abutment Material,TBD,2627390,112577,253
217,Structure Material,TBD,2627391,112577,253
216,Decking Material,TBD,2627392,112577,253
221,Length,0,2627393,112577,253
218,Has Pedestrian Railing,TBD,2627394,112577,253
219,Has Edge Guard,TBD,2627395,112577,253
231,Vehicle Access,TBD,2627396,112577,253
306,Next Inspection by Staff,2026-05-01,2740181,112577,253
293,Next Inspection by Qualified Professional,2005-01-01,2818364,112577,253
204,acs Is Asset Accessible,TBD,2901301,112577,253
205,acs Is the Route to the Asset Accessible,TBD,2901302,112577,253
345,acs Accessible Priority,Medium,2901303,112577,253
347,Height,0,3018005,112577,253
226,Fall Height,-1,3026191,112577,253
292,Last Inspection by Qualified Professional,2000-01-01,3039236,112577,253
360,PO2026 Agrmt Priority,Not Applicable,3097712,112577,253
3,GIS ID,bridges.112583,2589459,112583,253
198,Width,0,2627397,112583,253
223,Load Capacity,0,2627399,112583,253
228,Bridge Type,TBD,2627400,112583,253
229,Abutment Material,TBD,2627401,112583,253
217,Structure Material,TBD,2627402,112583,253
216,Decking Material,TBD,2627403,112583,253
221,Length,0,2627404,112583,253
218,Has Pedestrian Railing,TBD,2627405,112583,253
219,Has Edge Guard,TBD,2627406,112583,253
231,Vehicle Access,TBD,2627407,112583,253
306,Next Inspection by Staff,2026-05-01,2740187,112583,253
293,Next Inspection by Qualified Professional,1995-01-01,2818365,112583,253
204,acs Is Asset Accessible,TBD,2901319,112583,253
205,acs Is the Route to the Asset Accessible,TBD,2901320,112583,253
345,acs Accessible Priority,Medium,2901321,112583,253
347,Height,0,3018006,112583,253
226,Fall Height,-1,3026197,112583,253
292,Last Inspection by Qualified Professional,1990-01-01,3039237,112583,253
360,PO2026 Agrmt Priority,Not Applicable,3097718,112583,253
3,GIS ID,bridges.112585,2589460,112585,253
198,Width,0,2627408,112585,253
223,Load Capacity,0,2627410,112585,253
228,Bridge Type,TBD,2627411,112585,253
229,Abutment Material,TBD,2627412,112585,253
217,Structure Material,TBD,2627413,112585,253
216,Decking Material,TBD,2627414,112585,253
221,Length,0,2627415,112585,253
218,Has Pedestrian Railing,TBD,2627416,112585,253
219,Has Edge Guard,TBD,2627417,112585,253
231,Vehicle Access,TBD,2627418,112585,253
306,Next Inspection by Staff,2026-05-01,2740189,112585,253
293,Next Inspection by Qualified Professional,1995-01-01,2818366,112585,253
204,acs Is Asset Accessible,TBD,2901325,112585,253
205,acs Is the Route to the Asset Accessible,TBD,2901326,112585,253
345,acs Accessible Priority,Medium,2901327,112585,253
347,Height,0,3018007,112585,253
226,Fall Height,-1,3026199,112585,253
292,Last Inspection by Qualified Professional,1990-01-01,3039238,112585,253
360,PO2026 Agrmt Priority,Not Applicable,3097720,112585,253
3,GIS ID,bridges.112586,2589461,112586,253
198,Width,0,2627419,112586,253
223,Load Capacity,0,2627421,112586,253
228,Bridge Type,TBD,2627422,112586,253
229,Abutment Material,TBD,2627423,112586,253
217,Structure Material,TBD,2627424,112586,253
216,Decking Material,TBD,2627425,112586,253
221,Length,0,2627426,112586,253
218,Has Pedestrian Railing,TBD,2627427,112586,253
219,Has Edge Guard,TBD,2627428,112586,253
231,Vehicle Access,TBD,2627429,112586,253
306,Next Inspection by Staff,2026-05-01,2740190,112586,253
293,Next Inspection by Qualified Professional,1995-01-01,2818367,112586,253
204,acs Is Asset Accessible,TBD,2901328,112586,253
205,acs Is the Route to the Asset Accessible,TBD,2901329,112586,253
345,acs Accessible Priority,Medium,2901330,112586,253
347,Height,0,3018008,112586,253
226,Fall Height,-1,3026200,112586,253
292,Last Inspection by Qualified Professional,1990-01-01,3039239,112586,253
360,PO2026 Agrmt Priority,Not Applicable,3097721,112586,253
229,Abutment Material,Steel,2590323,112834,253
204,acs Is Asset Accessible,No,2590324,112834,253
205,acs Is the Route to the Asset Accessible,No,2590325,112834,253
228,Bridge Type,Truss,2590326,112834,253
216,Decking Material,Timber,2590327,112834,253
218,Has Pedestrian Railing,TBD,2590328,112834,253
221,Length,51.5,2590330,112834,253
223,Load Capacity,0,2590331,112834,253
217,Structure Material,Aluminum,2590332,112834,253
231,Vehicle Access,No,2590333,112834,253
198,Width,0.9,2590334,112834,253
3,GIS ID,bridges.112834,2590335,112834,253
306,Next Inspection by Staff,2026-05-01,2740413,112834,253
293,Next Inspection by Qualified Professional,2005-01-01,2818369,112834,253
345,acs Accessible Priority,Medium,2966240,112834,253
347,Height,2,3018009,112834,253
226,Fall Height,-1,3026205,112834,253
292,Last Inspection by Qualified Professional,2000-01-01,3039240,112834,253
360,PO2026 Agrmt Priority,high,3114797,112834,253
229,Abutment Material,TBD,2596602,112868,253
204,acs Is Asset Accessible,No,2596603,112868,253
205,acs Is the Route to the Asset Accessible,No,2596604,112868,253
228,Bridge Type,Beam,2596605,112868,253
216,Decking Material,TBD,2596606,112868,253
218,Has Pedestrian Railing,No railings,2596607,112868,253
221,Length,5,2596609,112868,253
223,Load Capacity,0,2596610,112868,253
217,Structure Material,Timber,2596611,112868,253
231,Vehicle Access,No,2596612,112868,253
198,Width,1,2596613,112868,253
3,GIS ID,bridges.112868,2596614,112868,253
306,Next Inspection by Staff,2026-05-01,2740426,112868,253
293,Next Inspection by Qualified Professional,2015-01-01,2818370,112868,253
345,acs Accessible Priority,Medium,2966243,112868,253
347,Height,1,3018010,112868,253
226,Fall Height,-1,3026206,112868,253
292,Last Inspection by Qualified Professional,2010-01-01,3039241,112868,253
360,PO2026 Agrmt Priority,Not Applicable,3097751,112868,253
3,GIS ID,bridges.112918,2590969,112918,253
198,Width,0,2627430,112918,253
223,Load Capacity,0,2627432,112918,253
228,Bridge Type,TBD,2627433,112918,253
229,Abutment Material,TBD,2627434,112918,253
217,Structure Material,TBD,2627435,112918,253
216,Decking Material,TBD,2627436,112918,253
221,Length,0,2627437,112918,253
218,Has Pedestrian Railing,TBD,2627438,112918,253
219,Has Edge Guard,TBD,2627439,112918,253
231,Vehicle Access,TBD,2627440,112918,253
306,Next Inspection by Staff,2026-05-01,2740472,112918,253
293,Next Inspection by Qualified Professional,2020-01-01,2818377,112918,253
204,acs Is Asset Accessible,TBD,2901888,112918,253
205,acs Is the Route to the Asset Accessible,TBD,2901889,112918,253
345,acs Accessible Priority,Medium,2901890,112918,253
347,Height,0,3018011,112918,253
226,Fall Height,-1,3026210,112918,253
292,Last Inspection by Qualified Professional,2015-01-01,3039248,112918,253
360,PO2026 Agrmt Priority,Not Applicable,3097798,112918,253
229,Abutment Material,TBD,2596062,113125,253
204,acs Is Asset Accessible,No,2596063,113125,253
205,acs Is the Route to the Asset Accessible,No,2596064,113125,253
228,Bridge Type,TBD,2596065,113125,253
216,Decking Material,Timber,2596066,113125,253
218,Has Pedestrian Railing,TBD,2596067,113125,253
221,Length,15.00,2596069,113125,253
223,Load Capacity,0.00,2596070,113125,253
217,Structure Material,Steel,2596071,113125,253
231,Vehicle Access,No,2596072,113125,253
198,Width,1.50,2596073,113125,253
3,GIS ID,bridges.113125,2596074,113125,253
306,Next Inspection by Staff,2026-09-05,2740633,113125,253
293,Next Inspection by Qualified Professional,2010-01-01,2818379,113125,253
345,acs Accessible Priority,Medium,2966276,113125,253
347,Height,4.00,3018012,113125,253
226,Fall Height,-1.00,3026212,113125,253
292,Last Inspection by Qualified Professional,2005-01-01,3039250,113125,253
360,PO2026 Agrmt Priority,Not Applicable,3097823,113125,253
229,Abutment Material,TBD,2596075,113126,253
204,acs Is Asset Accessible,No,2596076,113126,253
205,acs Is the Route to the Asset Accessible,No,2596077,113126,253
228,Bridge Type,Beam,2596078,113126,253
216,Decking Material,Timber,2596079,113126,253
218,Has Pedestrian Railing,No railings,2596080,113126,253
221,Length,4,2596082,113126,253
223,Load Capacity,0,2596083,113126,253
217,Structure Material,Timber,2596084,113126,253
231,Vehicle Access,No,2596085,113126,253
198,Width,1,2596086,113126,253
3,GIS ID,bridges.113126,2596087,113126,253
306,Next Inspection by Staff,2026-05-01,2740634,113126,253
293,Next Inspection by Qualified Professional,2027-07-01,2818380,113126,253
345,acs Accessible Priority,Medium,2966277,113126,253
347,Height,1,3018013,113126,253
226,Fall Height,-1,3026213,113126,253
292,Last Inspection by Qualified Professional,2022-07-01,3039251,113126,253
360,PO2026 Agrmt Priority,high,3151399,113126,253
229,Abutment Material,Steel,2592296,113153,253
204,acs Is Asset Accessible,No,2592297,113153,253
205,acs Is the Route to the Asset Accessible,No,2592298,113153,253
228,Bridge Type,Beam,2592299,113153,253
216,Decking Material,Timber,2592300,113153,253
218,Has Pedestrian Railing,TBD,2592301,113153,253
221,Length,15,2592303,113153,253
223,Load Capacity,0,2592304,113153,253
217,Structure Material,Steel,2592305,113153,253
231,Vehicle Access,No,2592306,113153,253
198,Width,1.5,2592307,113153,253
3,GIS ID,bridges.113153,2592308,113153,253
306,Next Inspection by Staff,2026-03-01,2740650,113153,253
293,Next Inspection by Qualified Professional,2028-03-01,2818383,113153,253
345,acs Accessible Priority,Medium,2966284,113153,253
347,Height,3,3018014,113153,253
226,Fall Height,-1,3026217,113153,253
292,Last Inspection by Qualified Professional,2025-03-01,3039254,113153,253
360,PO2026 Agrmt Priority,high,3161676,113153,253
229,Abutment Material,Concrete,2592668,113158,253
204,acs Is Asset Accessible,No,2592669,113158,253
205,acs Is the Route to the Asset Accessible,No,2592670,113158,253
228,Bridge Type,Beam,2592671,113158,253
216,Decking Material,Timber,2592672,113158,253
218,Has Pedestrian Railing,No railings,2592673,113158,253
221,Length,5.00,2592675,113158,253
223,Load Capacity,0.00,2592676,113158,253
217,Structure Material,Timber,2592677,113158,253
231,Vehicle Access,No,2592678,113158,253
198,Width,1.00,2592679,113158,253
3,GIS ID,bridges.113158,2592680,113158,253
306,Next Inspection by Staff,2025-11-20,2740655,113158,253
293,Next Inspection by Qualified Professional,2024-01-01,2818385,113158,253
345,acs Accessible Priority,Medium,2966287,113158,253
347,Height,0,3018015,113158,253
226,Fall Height,-1,3026220,113158,253
292,Last Inspection by Qualified Professional,2019-01-01,3039256,113158,253
360,PO2026 Agrmt Priority,high,3161681,113158,253
229,Abutment Material,Timber,2592823,113159,253
204,acs Is Asset Accessible,No,2592824,113159,253
205,acs Is the Route to the Asset Accessible,No,2592825,113159,253
228,Bridge Type,Beam,2592826,113159,253
216,Decking Material,Timber,2592827,113159,253
218,Has Pedestrian Railing,No railings,2592828,113159,253
221,Length,5,2592830,113159,253
223,Load Capacity,0,2592831,113159,253
217,Structure Material,Timber,2592832,113159,253
231,Vehicle Access,No,2592833,113159,253
198,Width,1,2592834,113159,253
3,GIS ID,bridges.113159,2592835,113159,253
306,Next Inspection by Staff,2025-11-20,2740656,113159,253
345,acs Accessible Priority,Medium,2966288,113159,253
347,Height,0,3018016,113159,253
226,Fall Height,-1,3026221,113159,253
360,PO2026 Agrmt Priority,high,3161682,113159,253
229,Abutment Material,Timber,2593121,113163,253
204,acs Is Asset Accessible,No,2593122,113163,253
205,acs Is the Route to the Asset Accessible,No,2593123,113163,253
228,Bridge Type,Beam,2593124,113163,253
216,Decking Material,Timber,2593125,113163,253
218,Has Pedestrian Railing,TBD,2593126,113163,253
221,Length,6,2593128,113163,253
223,Load Capacity,0,2593129,113163,253
217,Structure Material,Timber,2593130,113163,253
231,Vehicle Access,No,2593131,113163,253
198,Width,1,2593132,113163,253
3,GIS ID,bridges.113163,2593133,113163,253
306,Next Inspection by Staff,2025-11-20,2740660,113163,253
293,Next Inspection by Qualified Professional,2024-05-01,2818390,113163,253
345,acs Accessible Priority,Medium,2966292,113163,253
347,Height,0,3018017,113163,253
226,Fall Height,-1,3026225,113163,253
360,PO2026 Agrmt Priority,high,3161686,113163,253
229,Abutment Material,Steel,2593135,113164,253
204,acs Is Asset Accessible,No,2593136,113164,253
205,acs Is the Route to the Asset Accessible,No,2593137,113164,253
228,Bridge Type,Beam,2593138,113164,253
216,Decking Material,Timber,2593139,113164,253
218,Has Pedestrian Railing,TBD,2593140,113164,253
221,Length,8,2593142,113164,253
223,Load Capacity,0,2593143,113164,253
217,Structure Material,Steel,2593144,113164,253
231,Vehicle Access,No,2593145,113164,253
198,Width,1,2593146,113164,253
3,GIS ID,bridges.113164,2593147,113164,253
306,Next Inspection by Staff,2025-11-20,2740661,113164,253
293,Next Inspection by Qualified Professional,2025-01-01,2818391,113164,253
345,acs Accessible Priority,Medium,2966293,113164,253
347,Height,3,3018018,113164,253
226,Fall Height,-1,3026226,113164,253
292,Last Inspection by Qualified Professional,2022-01-01,3039260,113164,253
360,PO2026 Agrmt Priority,high,3161687,113164,253
229,Abutment Material,Timber,2593173,113168,253
204,acs Is Asset Accessible,No,2593174,113168,253
205,acs Is the Route to the Asset Accessible,No,2593175,113168,253
228,Bridge Type,Beam,2593176,113168,253
216,Decking Material,Timber,2593177,113168,253
218,Has Pedestrian Railing,No railings,2593178,113168,253
221,Length,4,2593180,113168,253
223,Load Capacity,0,2593181,113168,253
217,Structure Material,Timber,2593182,113168,253
231,Vehicle Access,No,2593183,113168,253
198,Width,1,2593184,113168,253
3,GIS ID,bridges.113168,2593185,113168,253
306,Next Inspection by Staff,2025-11-20,2740665,113168,253
345,acs Accessible Priority,Medium,2966295,113168,253
347,Height,1,3018019,113168,253
226,Fall Height,-1,3026228,113168,253
360,PO2026 Agrmt Priority,high,3161691,113168,253
229,Abutment Material,Timber,2626079,113184,253
204,acs Is Asset Accessible,No,2626080,113184,253
205,acs Is the Route to the Asset Accessible,No,2626081,113184,253
228,Bridge Type,Beam,2626082,113184,253
216,Decking Material,Timber,2626083,113184,253
218,Has Pedestrian Railing,No railings,2626084,113184,253
221,Length,5,2626086,113184,253
223,Load Capacity,0,2626087,113184,253
217,Structure Material,Timber,2626088,113184,253
231,Vehicle Access,No,2626089,113184,253
198,Width,0,2626090,113184,253
3,GIS ID,bridges.113184,2626091,113184,253
306,Next Inspection by Staff,2025-11-20,2740681,113184,253
345,acs Accessible Priority,Medium,2966300,113184,253
347,Height,1,3018020,113184,253
226,Fall Height,-1,3026233,113184,253
360,PO2026 Agrmt Priority,high,3161707,113184,253
229,Abutment Material,TBD,2626147,113197,253
204,acs Is Asset Accessible,TBD,2626148,113197,253
205,acs Is the Route to the Asset Accessible,TBD,2626149,113197,253
228,Bridge Type,TBD,2626150,113197,253
216,Decking Material,TBD,2626151,113197,253
218,Has Pedestrian Railing,No railings,2626152,113197,253
221,Length,0,2626154,113197,253
223,Load Capacity,0,2626155,113197,253
217,Structure Material,TBD,2626156,113197,253
231,Vehicle Access,No,2626157,113197,253
198,Width,0,2626158,113197,253
3,GIS ID,bridges.113197,2626159,113197,253
306,Next Inspection by Staff,2025-10-24,2740694,113197,253
345,acs Accessible Priority,Medium,2966310,113197,253
347,Height,0,3018022,113197,253
226,Fall Height,-1,3026242,113197,253
360,PO2026 Agrmt Priority,high,3161720,113197,253
229,Abutment Material,Timber,2591790,113216,253
204,acs Is Asset Accessible,Yes,2591791,113216,253
205,acs Is the Route to the Asset Accessible,No,2591792,113216,253
228,Bridge Type,Beam,2591793,113216,253
216,Decking Material,Timber,2591794,113216,253
218,Has Pedestrian Railing,No railings,2591795,113216,253
221,Length,15,2591797,113216,253
223,Load Capacity,350,2591798,113216,253
217,Structure Material,Steel,2591799,113216,253
231,Vehicle Access,No,2591800,113216,253
198,Width,1,2591801,113216,253
3,GIS ID,bridges.113216,2592069,113216,253
306,Next Inspection by Staff,2025-09-07,2740713,113216,253
293,Next Inspection by Qualified Professional,1990-07-01,2818411,113216,253
345,acs Accessible Priority,Medium,2966319,113216,253
347,Height,3,3018023,113216,253
226,Fall Height,-1,3026247,113216,253
292,Last Inspection by Qualified Professional,1985-07-01,3039274,113216,253
360,PO2026 Agrmt Priority,Not Applicable,3091406,113216,253
229,Abutment Material,Timber,2591807,113217,253
204,acs Is Asset Accessible,Yes,2591808,113217,253
205,acs Is the Route to the Asset Accessible,No,2591809,113217,253
228,Bridge Type,Beam,2591810,113217,253
216,Decking Material,Timber,2591811,113217,253
218,Has Pedestrian Railing,No railings,2591812,113217,253
